date,department,program of study,year of study,overall quality of education,accessibility of college resources,effectiveness of communication channels,quality of campus facilities,likelihood to recommend the college,satisfaction with extracurricular activities,support provided by academic advisors,promotion of diversity and inclusion,effectiveness of career services,satisfaction with IT support,greatest strength,areas needing improvement,positive experience with professor/staff,additional resources or support desired,suggestions for enhancing student engagement
2022-11-02,Technical,Telecommunication,2.1,1,1,3,3,3,4,5,4,2,4,Communication from the administration could be more timely.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The library is great, but we need more access to online resources.",Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.
2022-09-21,Business,Digital Marketing,1.1,4,3,5,2,1,2,5,4,1,2,"The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience.",Communication from the administration could be more timely.,Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.
2023-05-16,Technical,Software Engineering,3.2,4,3,3,4,1,5,2,5,3,4,Communication from the administration could be more timely.,More extracurricular activities related to tech would be beneficial.,"The career services helped me land an internship, which was a fantastic experience.","The IT support is responsive, but the campus WiFi needs improvement.","The library is great, but we need more access to online resources."
2023-10-23,Technical,Data Science,3.1,4,5,1,3,3,4,2,5,3,4,"The career services helped me land an internship, which was a fantastic experience.","The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.,"The IT support is responsive, but the campus WiFi needs improvement.","The campus facilities are well-maintained, but the labs need more modern equipment."
2024-01-23,Technical,Data Science,1.1,3,3,1,5,5,3,3,2,2,3,"The career services helped me land an internship, which was a fantastic experience.","The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.,"The career services helped me land an internship, which was a fantastic experience."
2024-01-24,Business,Digital Marketing,2.1,5,5,3,4,5,2,5,1,1,3,The diversity and inclusion initiatives are commendable.,"The campus facilities are well-maintained, but the labs need more modern equipment.",The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.,"The IT support is responsive, but the campus WiFi needs improvement."
2022-11-21,Technical,Telecommunication,3.2,1,4,4,5,3,2,5,5,2,2,The diversity and inclusion initiatives are commendable.,"The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.,More extracurricular activities related to tech would be beneficial.
2024-05-27,Technical,Software Engineering,2.1,2,3,5,3,1,3,2,5,3,2,More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.
2024-09-01,Business,Digital Marketing,1.1,1,1,5,3,2,5,4,5,1,4,More extracurricular activities related to tech would be beneficial.,More extracurricular activities related to tech would be beneficial.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The career services helped me land an internship, which was a fantastic experience.",The diversity and inclusion initiatives are commendable.
2024-04-08,Business,Financial Engineering,1.1,1,2,4,4,4,4,2,3,5,2,Communication from the administration could be more timely.,Communication from the administration could be more timely.,Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.,The professors are very knowledgeable and supportive.
2022-11-25,Business,Digital Marketing,2.1,2,4,1,3,4,2,2,1,1,3,The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.,"The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.,Communication from the administration could be more timely.
2022-11-13,Business,Digital Marketing,1.2,4,5,4,4,3,4,1,1,4,5,"The campus facilities are well-maintained, but the labs need more modern equipment.","The career services helped me land an internship, which was a fantastic experience.","The career services helped me land an internship, which was a fantastic experience.",Communication from the administration could be more timely.,"The library is great, but we need more access to online resources."
2024-06-25,Technical,Telecommunication,2.2,5,4,3,5,1,1,4,2,3,3,The diversity and inclusion initiatives are commendable.,Communication from the administration could be more timely.,"The library is great, but we need more access to online resources.",The diversity and inclusion initiatives are commendable.,"The library is great, but we need more access to online resources."
2024-04-12,Technical,Telecommunication,3.1,3,1,4,5,4,5,3,5,5,1,The professors are very knowledgeable and supportive.,"The IT support is responsive, but the campus WiFi needs improvement.",The diversity and inclusion initiatives are commendable.,Communication from the administration could be more timely.,Communication from the administration could be more timely.
